city,strategy,requested_routes,actual_routes,new_count,selected_count,capacity_added_total,demand_target_total,demand_without_after_total,demand_left_after_total,provision_total_after,route_unserved_pct,route_cost,after_routes_access_gap,candidate_dir,placement_summary,snapshot_manifest,snapshot_provision_after_routes,snapshot_connectpt_summary,snapshot_connectpt_generated_routes,snapshot_intermodal_replaced,snapshot_accessibility_recomputed,snapshot_graph_nodes,snapshot_graph_edges_source
bergen_norway,candidate_service,3,3,8,17,6400.0,667.0,0.0,0.0,1.0,43.35981750488281,3.5583882331848145,667.0,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bergen_norway/candidate_service/routes_3,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bergen_norway/candidate_service/routes_3/placement/summary_after.json,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bergen_norway/candidate_service/routes_3/accessibility_first/manifest_accessibility_first.json,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bergen_norway/candidate_service/routes_3/accessibility_first/provision_after_routes,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bergen_norway/candidate_service/routes_3/connectpt_bus_summary.json,,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bergen_norway/candidate_service/routes_3/snapshots/intermodal_replaced,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bergen_norway/candidate_service/routes_3/snapshots/accessibility_recomputed,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bergen_norway/candidate_service/routes_3/snapshots/intermodal_replaced/graph_nodes.parquet,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bergen_norway/candidate_service/routes_3/snapshots/intermodal_replaced/graph_edges_source.parquet
bergen_norway,general_connectivity,3,3,8,17,6400.0,624.0,0.0,0.0,1.0,74.5024185180664,5.965332508087158,624.0,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bergen_norway/general_connectivity/routes_3,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bergen_norway/general_connectivity/routes_3/placement/summary_after.json,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bergen_norway/general_connectivity/routes_3/accessibility_first/manifest_accessibility_first.json,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bergen_norway/general_connectivity/routes_3/accessibility_first/provision_after_routes,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bergen_norway/general_connectivity/routes_3/connectpt_bus_summary.json,,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bergen_norway/general_connectivity/routes_3/snapshots/intermodal_replaced,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bergen_norway/general_connectivity/routes_3/snapshots/accessibility_recomputed,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bergen_norway/general_connectivity/routes_3/snapshots/intermodal_replaced/graph_nodes.parquet,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bergen_norway/general_connectivity/routes_3/snapshots/intermodal_replaced/graph_edges_source.parquet
bologna_italy,candidate_or_existing_service,3,3,44,64,35200.0,2091.0,0.0,0.0,1.0,94.93729400634766,6.051487445831299,2091.0,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/candidate_or_existing_service/routes_3,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/candidate_or_existing_service/routes_3/placement/summary_after.json,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/candidate_or_existing_service/routes_3/accessibility_first/manifest_accessibility_first.json,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/candidate_or_existing_service/routes_3/accessibility_first/provision_after_routes,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/candidate_or_existing_service/routes_3/connectpt_bus_summary.json,,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/candidate_or_existing_service/routes_3/snapshots/intermodal_replaced,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/candidate_or_existing_service/routes_3/snapshots/accessibility_recomputed,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/candidate_or_existing_service/routes_3/snapshots/intermodal_replaced/graph_nodes.parquet,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/candidate_or_existing_service/routes_3/snapshots/intermodal_replaced/graph_edges_source.parquet
bologna_italy,candidate_service,3,3,44,64,35200.0,2067.0,0.0,0.0,1.0,93.9619140625,6.081784248352051,2067.0,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/candidate_service/routes_3,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/candidate_service/routes_3/placement/summary_after.json,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/candidate_service/routes_3/accessibility_first/manifest_accessibility_first.json,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/candidate_service/routes_3/accessibility_first/provision_after_routes,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/candidate_service/routes_3/connectpt_bus_summary.json,,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/candidate_service/routes_3/snapshots/intermodal_replaced,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/candidate_service/routes_3/snapshots/accessibility_recomputed,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/candidate_service/routes_3/snapshots/intermodal_replaced/graph_nodes.parquet,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/candidate_service/routes_3/snapshots/intermodal_replaced/graph_edges_source.parquet
bologna_italy,existing_service,3,3,44,64,35200.0,2091.0,0.0,0.0,1.0,95.40176391601562,6.122383117675781,2091.0,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/existing_service/routes_3,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/existing_service/routes_3/placement/summary_after.json,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/existing_service/routes_3/accessibility_first/manifest_accessibility_first.json,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/existing_service/routes_3/accessibility_first/provision_after_routes,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/existing_service/routes_3/connectpt_bus_summary.json,,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/existing_service/routes_3/snapshots/intermodal_replaced,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/existing_service/routes_3/snapshots/accessibility_recomputed,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/existing_service/routes_3/snapshots/intermodal_replaced/graph_nodes.parquet,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/existing_service/routes_3/snapshots/intermodal_replaced/graph_edges_source.parquet
bologna_italy,baseline_no_routes,0,0,45,65,36000.0,2153.0,0.0,0.0,1.0,,,,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/_baseline_no_new_routes,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/_baseline_no_new_routes/placement/summary_after.json,,,,,,,,
bologna_italy,placement_assignment,3,0,45,65,36000.0,2153.0,0.0,0.0,1.0,,,,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/placement_assignment/routes_3,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/placement_assignment/routes_3/placement/summary_after.json,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/placement_assignment/routes_3/accessibility_first/manifest_accessibility_first.json,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/placement_assignment/routes_3/accessibility_first/provision_after_routes,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/placement_assignment/routes_3/connectpt_bus_summary.json,,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/placement_assignment/routes_3/snapshots/intermodal_replaced,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/placement_assignment/routes_3/snapshots/accessibility_recomputed,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/placement_assignment/routes_3/snapshots/intermodal_replaced/graph_nodes.parquet,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/placement_assignment/routes_3/snapshots/intermodal_replaced/graph_edges_source.parquet
bologna_italy,general_connectivity,3,3,45,65,36000.0,2051.0,0.0,0.0,1.0,99.32056427001952,6.248112678527832,2051.0,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/general_connectivity/routes_3,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/general_connectivity/routes_3/placement/summary_after.json,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/general_connectivity/routes_3/accessibility_first/manifest_accessibility_first.json,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/general_connectivity/routes_3/accessibility_first/provision_after_routes,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/general_connectivity/routes_3/connectpt_bus_summary.json,,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/general_connectivity/routes_3/snapshots/intermodal_replaced,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/general_connectivity/routes_3/snapshots/accessibility_recomputed,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/general_connectivity/routes_3/snapshots/intermodal_replaced/graph_nodes.parquet,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/bologna_italy/general_connectivity/routes_3/snapshots/intermodal_replaced/graph_edges_source.parquet
brno_czechia,candidate_or_existing_service,3,3,26,37,20800.0,2220.0,30.0,0.0,0.9950141266411832,72.51559448242188,5.252546310424805,2220.0,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/candidate_or_existing_service/routes_3,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/candidate_or_existing_service/routes_3/placement/summary_after.json,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/candidate_or_existing_service/routes_3/accessibility_first/manifest_accessibility_first.json,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/candidate_or_existing_service/routes_3/accessibility_first/provision_after_routes,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/candidate_or_existing_service/routes_3/connectpt_bus_summary.json,,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/candidate_or_existing_service/routes_3/snapshots/intermodal_replaced,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/candidate_or_existing_service/routes_3/snapshots/accessibility_recomputed,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/candidate_or_existing_service/routes_3/snapshots/intermodal_replaced/graph_nodes.parquet,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/candidate_or_existing_service/routes_3/snapshots/intermodal_replaced/graph_edges_source.parquet
brno_czechia,candidate_service,3,3,26,37,20800.0,2220.0,30.0,0.0,0.9950141266411832,76.38253784179688,5.302865982055664,2220.0,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/candidate_service/routes_3,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/candidate_service/routes_3/placement/summary_after.json,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/candidate_service/routes_3/accessibility_first/manifest_accessibility_first.json,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/candidate_service/routes_3/accessibility_first/provision_after_routes,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/candidate_service/routes_3/connectpt_bus_summary.json,,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/candidate_service/routes_3/snapshots/intermodal_replaced,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/candidate_service/routes_3/snapshots/accessibility_recomputed,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/candidate_service/routes_3/snapshots/intermodal_replaced/graph_nodes.parquet,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/candidate_service/routes_3/snapshots/intermodal_replaced/graph_edges_source.parquet
brno_czechia,baseline_no_routes,0,0,27,38,21600.0,2405.0,30.0,0.0,0.9950141266411832,,,,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/_baseline_no_new_routes,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/_baseline_no_new_routes/placement/summary_after.json,,,,,,,,
brno_czechia,placement_assignment,3,0,27,38,21600.0,2405.0,30.0,0.0,0.9950141266411832,,,,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/placement_assignment/routes_3,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/placement_assignment/routes_3/placement/summary_after.json,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/placement_assignment/routes_3/accessibility_first/manifest_accessibility_first.json,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/placement_assignment/routes_3/accessibility_first/provision_after_routes,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/placement_assignment/routes_3/connectpt_bus_summary.json,,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/placement_assignment/routes_3/snapshots/intermodal_replaced,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/placement_assignment/routes_3/snapshots/accessibility_recomputed,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/placement_assignment/routes_3/snapshots/intermodal_replaced/graph_nodes.parquet,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/placement_assignment/routes_3/snapshots/intermodal_replaced/graph_edges_source.parquet
brno_czechia,existing_service,3,3,27,38,21600.0,2157.0,30.0,0.0,0.9950141266411832,90.31185150146484,5.911252975463867,2157.0,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/existing_service/routes_3,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/existing_service/routes_3/placement/summary_after.json,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/existing_service/routes_3/accessibility_first/manifest_accessibility_first.json,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/existing_service/routes_3/accessibility_first/provision_after_routes,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/existing_service/routes_3/connectpt_bus_summary.json,,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/existing_service/routes_3/snapshots/intermodal_replaced,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/existing_service/routes_3/snapshots/accessibility_recomputed,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/existing_service/routes_3/snapshots/intermodal_replaced/graph_nodes.parquet,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/existing_service/routes_3/snapshots/intermodal_replaced/graph_edges_source.parquet
brno_czechia,general_connectivity,3,3,27,38,21600.0,2361.0,30.0,0.0,0.9950141266411832,97.06356048583984,6.265913486480713,2361.0,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/general_connectivity/routes_3,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/general_connectivity/routes_3/placement/summary_after.json,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/general_connectivity/routes_3/accessibility_first/manifest_accessibility_first.json,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/general_connectivity/routes_3/accessibility_first/provision_after_routes,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/general_connectivity/routes_3/connectpt_bus_summary.json,,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/general_connectivity/routes_3/snapshots/intermodal_replaced,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/general_connectivity/routes_3/snapshots/accessibility_recomputed,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/general_connectivity/routes_3/snapshots/intermodal_replaced/graph_nodes.parquet,/Users/gk/Code/super-duper-disser/segregation-by-design-experiments/polyclinic_access_components/outputs/overnight_route_strategy_batch_20260613_routes3_finalcanvas/brno_czechia/general_connectivity/routes_3/snapshots/intermodal_replaced/graph_edges_source.parquet
