scenario_id,scenario,project_demand_service,telmana_connector,demand_total,capacity_total_before,row_index,route_strategy,actual_routes,access_gap_before_placement,new_services_needed,selected_services_total,capacity_added,unmet_after_placement,provision_after_placement,route_cost,route_unserved_pct,generated_route_length_km,generated_route_time_min,generated_route_edges,generated_route_stops
01_current,current placement,no,no connector,11019.0,16800.0,01_current,none,0,2609.0,14,32,11200.0,82.0,0.9925583083764407,,,,,,
01_current,current placement,no,no connector,11019.0,16800.0,01_current + route,existing_service,1,2113.0,12,30,9600.0,82.0,0.9925583083764408,5.758001804351807,81.43605041503906,5.883529197207463,17.65058759162239,9.0,10.0
02_current_plus_project,current + demand/service,yes,no connector,11099.0,17600.0,02_current_plus_project,none,0,2500.0,14,33,11200.0,122.0,0.9890080187404271,,,,,,
02_current_plus_project,current + demand/service,yes,no connector,11099.0,17600.0,02_current_plus_project + route,existing_service,1,2058.0,13,32,10400.0,122.0,0.9890080187404272,5.430715560913086,77.63999938964844,6.893714147311549,20.681142441934647,9.0,10.0
03_current_plus_project_plus_connector,current + demand/service + connector,yes,connector,11099.0,17600.0,03_current_plus_project_plus_connector,none,0,2500.0,14,33,11200.0,122.0,0.9890080187404271,,,,,,
03_current_plus_project_plus_connector,current + demand/service + connector,yes,connector,11099.0,17600.0,03_current_plus_project_plus_connector + route,existing_service,1,2058.0,13,32,10400.0,122.0,0.9890080187404272,5.430715560913086,77.63999938964844,6.893714147311549,20.681142441934647,9.0,10.0
04_current_plus_connector,current + connector,no,connector,11019.0,16800.0,04_current_plus_connector,none,0,2609.0,14,32,11200.0,82.0,0.9925583083764407,,,,,,
04_current_plus_connector,current + connector,no,connector,11019.0,16800.0,04_current_plus_connector + route,existing_service,1,2113.0,12,30,9600.0,82.0,0.9925583083764408,5.758001804351807,81.43605041503906,5.883529197207463,17.65058759162239,9.0,10.0
