scope,n,pct_ok_overall,pct_not_ok_overall,pct_ok_walk_only,pct_ok_walk_plus_pt,pct_not_ok_home_to_stop_overall,pct_not_ok_pt_only_overall,pct_not_ok_stop_to_service_overall,pct_not_ok_both_walks_overall,pct_not_ok_multi_component_overall,pct_not_ok_sum_no_single_overall
all,188777.0,0.65,0.35,0.536,0.113,0.135,0.022,0.012,0.04,0.007,0.133
